key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
100019,"精修II","恢复60点耐久",242,249,1570,9,10,25,0,False,0,160,100005,100019,100035,100079,100049,100065,100094,100110
100020,"火之印记","消耗耐久以推动作业进展
处理火属性配方时效率变为2倍
效率：100（200）
成功率：90%",239,246,1559,9,33,37,0,False,0,6,100020,100020,100020,100020,100020,100020,100020,100020
100021,"中级制作","消耗耐久以推动作业进展
效率：150
成功率：90%",239,246,1565,9,10,31,0,False,0,15,100007,100021,100037,100080,100051,100067,100096,100111
100022,"上级加工","消耗耐久以提高制品品质
效率：150
成功率：90%",240,247,1567,9,10,43,0,False,0,48,100008,100022,100038,100081,100052,100068,100097,100112
100023,"观察","放空一次作业，不做任何事",242,249,1568,9,10,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100024,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100025,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100026,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100027,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100028,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100029,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100030,"制作","消耗耐久以推动作业进展
效率：100
成功率：90%",239,246,1601,10,11,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100031,"加工","消耗耐久以提高制品品质
效率：100
成功率：70%",240,247,1602,10,11,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100032,"精修","恢复30点耐久",242,249,1607,10,11,7,0,False,0,92,100003,100017,100032,100077,100047,100062,100092,100107
100033,"高速制作","消耗耐久以推动作业进展
效率：250
成功率：50%",241,248,1619,10,33,15,0,False,0,0,100033,100033,100033,100033,100033,100033,100033,100033
100034,"中级加工","消耗耐久以提高制品品质
效率：125
成功率：80%",240,247,1616,10,11,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100035,"精修II","恢复60点耐久",242,249,1621,10,11,25,0,False,0,160,100005,100019,100035,100079,100049,100065,100094,100110
100036,"冰之印记","消耗耐久以推动作业进展
处理冰属性配方时效率变为2倍
效率：100（200）
成功率：90%",239,246,1609,10,33,37,0,False,0,6,100036,100036,100036,100036,100036,100036,100036,100036
100037,"中级制作","消耗耐久以推动作业进展
效率：150
成功率：90%",239,246,1615,10,11,31,0,False,0,15,100007,100021,100037,100080,100051,100067,100096,100111
100038,"上级加工","消耗耐久以提高制品品质
效率：150
成功率：90%",240,247,1617,10,11,43,0,False,0,48,100008,100022,100038,100081,100052,100068,100097,100112
100039,"渐进","消耗耐久完成剩余工作量的33%
成功率：90%",239,246,1622,10,33,50,0,False,0,15,100039,100039,100039,100039,100039,100039,100039,100039
100040,"观察","放空一次作业，不做任何事",242,249,1618,10,11,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100041,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100042,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100043,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100044,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100045,"制作","消耗耐久以推动作业进展
效率：100
成功率：90%",239,246,1701,12,13,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100046,"加工","消耗耐久以提高制品品质
效率：100
成功率：70%",240,247,1702,12,13,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100047,"精修","恢复30点耐久",242,249,1707,12,13,7,0,False,0,92,100003,100017,100032,100077,100047,100062,100092,100107
100048,"中级加工","消耗耐久以提高制品品质
效率：125
成功率：80%",240,247,1716,12,13,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100049,"精修II","恢复60点耐久",242,249,1720,12,13,25,0,False,0,160,100005,100019,100035,100079,100049,100065,100094,100110
100050,"土之印记","消耗耐久以推动作业进展
处理土属性配方时效率变为2倍
效率：100（200）
成功率：90%",239,246,1709,12,33,37,0,False,0,6,100050,100050,100050,100050,100050,100050,100050,100050
100051,"中级制作","消耗耐久以推动作业进展
效率：150
成功率：90%",239,246,1715,12,13,31,0,False,0,15,100007,100021,100037,100080,100051,100067,100096,100111
100052,"上级加工","消耗耐久以提高制品品质
效率：150
成功率：90%",240,247,1717,12,13,43,0,False,0,48,100008,100022,100038,100081,100052,100068,100097,100112
100053,"观察","放空一次作业，不做任何事",242,249,1718,12,13,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100054,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100055,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100056,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100057,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100058,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100059,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100060,"制作","消耗耐久以推动作业进展
效率：100
成功率：90%",239,246,1751,13,14,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100061,"加工","消耗耐久以提高制品品质
效率：100
成功率：70%",240,247,1752,13,14,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100062,"精修","恢复30点耐久",242,249,1757,13,14,7,0,False,0,92,100003,100017,100032,100077,100047,100062,100092,100107
100063,"模范制作","消耗耐久以推动作业进展
一定会成功
效率：90
成功率：100%",240,247,1768,13,33,15,0,False,0,0,100063,100063,100063,100063,100063,100063,100063,100063
100064,"中级加工","消耗耐久以提高制品品质
效率：125
成功率：80%",240,247,1765,13,14,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100065,"精修II","恢复60点耐久",242,249,1770,13,14,25,0,False,0,160,100005,100019,100035,100079,100049,100065,100094,100110
100066,"雷之印记","消耗耐久以推动作业进展
处理雷属性配方时效率变为2倍
效率：100（200）
成功率：90%",239,246,1758,13,33,37,0,False,0,6,100066,100066,100066,100066,100066,100066,100066,100066
100067,"中级制作","消耗耐久以推动作业进展
效率：150
成功率：90%",239,246,1764,13,14,31,0,False,0,15,100007,100021,100037,100080,100051,100067,100096,100111
100068,"上级加工","消耗耐久以提高制品品质
效率：150
成功率：90%",240,247,1766,13,14,43,0,False,0,48,100008,100022,100038,100081,100052,100068,100097,100112
100069,"模范制作II","消耗耐久以推动作业进展
一定会成功
效率：120
成功率：100%",240,247,1771,13,33,50,0,False,0,0,100069,100069,100069,100069,100069,100069,100069,100069
100070,"观察","放空一次作业，不做任何事",242,249,1767,13,14,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100071,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100072,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100073,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100074,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100075,"制作","消耗耐久以推动作业进展
效率：100
成功率：90%",239,246,1651,11,12,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100076,"加工","消耗耐久以提高制品品质
效率：100
成功率：70%",240,247,1652,11,12,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100077,"精修","恢复30点耐久",242,249,1657,11,12,7,0,False,0,92,100003,100017,100032,100077,100047,100062,100092,100107
100078,"中级加工","消耗耐久以提高制品品质
效率：125
成功率：80%",240,247,1665,11,12,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100079,"精修II","恢复60点耐久",242,249,1670,11,12,25,0,False,0,160,100005,100019,100035,100079,100049,100065,100094,100110
100080,"中级制作","消耗耐久以推动作业进展
效率：150
成功率：90%",239,246,1664,11,12,31,0,False,0,15,100007,100021,100037,100080,100051,100067,100096,100111
100081,"上级加工","消耗耐久以提高制品品质
效率：150
成功率：90%",240,247,1666,11,12,43,0,False,0,48,100008,100022,100038,100081,100052,100068,100097,100112
100082,"观察","放空一次作业，不做任何事",242,249,1667,11,12,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100083,"坚实制作","消耗耐久以推动作业进展40
成功率：90%",239,246,1673,11,33,37,0,False,0,15,100083,100083,100083,100083,100083,100083,100083,100083
100084,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100085,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100086,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100087,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100088,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100089,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100090,"制作","消耗耐久以推动作业进展
效率：100
成功率：90%",239,246,1801,14,15,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100091,"加工","消耗耐久以提高制品品质
效率：100
成功率：70%",240,247,1802,14,15,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100092,"精修","恢复30点耐久",242,249,1807,14,15,7,0,False,0,92,100003,100017,100032,100077,100047,100062,100092,100107
100093,"中级加工","消耗耐久以提高制品品质
效率：125
成功率：80%",240,247,1816,14,15,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100094,"精修II","恢复60点耐久",242,249,1821,14,15,25,0,False,0,160,100005,100019,100035,100079,100049,100065,100094,100110
100095,"水之印记","消耗耐久以推动作业进展
处理水属性配方时效率变为2倍
效率：100（200）
成功率：90%",239,246,1809,14,33,37,0,False,0,6,100095,100095,100095,100095,100095,100095,100095,100095
100096,"中级制作","消耗耐久以推动作业进展
效率：150
成功率：90%",239,246,1815,14,15,31,0,False,0,15,100007,100021,100037,100080,100051,100067,100096,100111
100097,"上级加工","消耗耐久以提高制品品质
效率：150
成功率：90%",240,247,1817,14,15,43,0,False,0,48,100008,100022,100038,100081,100052,100068,100097,100112
100098,"秘诀","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>只有在“高品质”及以上的状态下才能使用<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
恢复20点制作力",242,249,1819,14,33,15,0,False,0,0,100098,100098,100098,100098,100098,100098,100098,100098
100099,"观察","放空一次作业，不做任何事",242,249,1818,14,15,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100100,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100101,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100102,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100103,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100104,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100105,"制作","消耗耐久以推动作业进展
效率：100
成功率：90%",239,246,1851,15,16,1,0,False,0,0,100001,100015,100030,100075,100045,100060,100090,100105
100106,"加工","消耗耐久以提高制品品质
效率：100
成功率：70%",240,247,1852,15,16,5,0,False,0,18,100002,100016,100031,100076,100046,100061,100091,100106
100107,"精修","恢复30点耐久",242,249,1857,15,16,7,0,False,0,92,100003,100017,100032,100077,100047,100062,100092,100107
100108,"仓促","消耗耐久以提高制品品质不会消耗制作力，但是成功率比较低
效率：100
成功率：50%",241,248,1868,15,33,15,0,False,0,0,100108,100108,100108,100108,100108,100108,100108,100108
100109,"中级加工","消耗耐久以提高制品品质
效率：125
成功率：80%",240,247,1865,15,16,18,0,False,0,32,100004,100018,100034,100078,100048,100064,100093,100109
100110,"精修II","恢复60点耐久",242,249,1870,15,16,25,0,False,0,160,100005,100019,100035,100079,100049,100065,100094,100110
100111,"中级制作","消耗耐久以推动作业进展
效率：150
成功率：90%",239,246,1864,15,16,31,0,False,0,15,100007,100021,100037,100080,100051,100067,100096,100111
100112,"上级加工","消耗耐久以提高制品品质
效率：150
成功率：90%",240,247,1866,15,16,43,0,False,0,48,100008,100022,100038,100081,100052,100068,100097,100112
100113,"观察","放空一次作业，不做任何事",242,249,1867,15,16,13,0,False,0,7,100010,100023,100040,100082,100053,100070,100099,100113
100114,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100115,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100116,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100117,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100118,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100119,"","",0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0
100120,"比尔格的技巧","消耗耐久以提高制品品质
随内静的效果提高效率，内静每生效过一次效率提升10
使用之后会结束内静效果
效率：150（150～）
成功率：70%
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>装备专家之证时：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>成功率变为100%",240,247,1523,8,9,51,0,False,0,18,100120,100121,100122,100123,100124,100125,100126,100127
100121,"比尔格的技巧","消耗耐久以提高制品品质
随内静的效果提高效率，内静每生效过一次效率提升10
使用之后会结束内静效果
效率：150（150～）
成功率：70%
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>装备专家之证时：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>成功率变为100%",240,247,1573,9,10,51,0,False,0,18,100120,100121,100122,100123,100124,100125,100126,100127
100122,"比尔格的技巧","消耗耐久以提高制品品质
随内静的效果提高效率，内静每生效过一次效率提升10
使用之后会结束内静效果
效率：150（150～）
成功率：70%
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>装备专家之证时：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>成功率变为100%",240,247,1624,10,11,51,0,False,0,18,100120,100121,100122,100123,100124,100125,100126,100127
100123,"比尔格的技巧","消耗耐久以提高制品品质
随内静的效果提高效率，内静每生效过一次效率提升10
使用之后会结束内静效果
效率：150（150～）
成功率：70%
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>装备专家之证时：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>成功率变为100%",240,247,1675,11,12,51,0,False,0,18,100120,100121,100122,100123,100124,100125,100126,100127
100124,"比尔格的技巧","消耗耐久以提高制品品质
随内静的效果提高效率，内静每生效过一次效率提升10
使用之后会结束内静效果
效率：150（150～）
成功率：70%
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>装备专家之证时：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>成功率变为100%",240,247,1723,12,13,51,0,False,0,18,100120,100121,100122,100123,100124,100125,100126,100127
100125,"比尔格的技巧","消耗耐久以提高制品品质
随内静的效果提高效率，内静每生效过一次效率提升10
使用之后会结束内静效果
效率：150（150～）
成功率：70%
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>装备专家之证时：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>成功率变为100%",240,247,1773,13,14,51,0,False,0,18,100120,100121,100122,100123,100124,100125,100126,100127
100126,"比尔格的技巧","消耗耐久以提高制品品质
随内静的效果提高效率，内静每生效过一次效率提升10
使用之后会结束内静效果
效率：150（150～）
成功率：70%
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>装备专家之证时：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>成功率变为100%",240,247,1824,14,15,51,0,False,0,18,100120,100121,100122,100123,100124,100125,100126,100127
100127,"比尔格的技巧","消耗耐久以提高制品品质
随内静的效果提高效率，内静每生效过一次效率提升10
使用之后会结束内静效果
效率：150（150～）
成功率：70%
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>装备专家之证时：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>成功率变为100%",240,247,1874,15,16,51,0,False,0,18,100120,100121,100122,100123,100124,100125,100126,100127
100128,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>只有在“高品质”及以上的状态下才能使用<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累11档）
效率：100
成功率：70%",240,247,1524,8,9,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100129,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>只有在“高品质”及以上的状态下才能使用<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累11档）
效率：100
成功率：70%",240,247,1574,9,10,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100130,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>只有在“高品质”及以上的状态下才能使用<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累11档）
效率：100
成功率：70%",240,247,1625,10,11,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100131,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>只有在“高品质”及以上的状态下才能使用<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累11档）
效率：100
成功率：70%",240,247,1676,11,12,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100132,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>只有在“高品质”及以上的状态下才能使用<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累11档）
效率：100
成功率：70%",240,247,1724,12,13,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100133,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>只有在“高品质”及以上的状态下才能使用<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累11档）
效率：100
成功率：70%",240,247,1774,13,14,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100134,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>只有在“高品质”及以上的状态下才能使用<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累11档）
效率：100
成功率：70%",240,247,1825,14,15,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100135,"集中加工","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>只有在“高品质”及以上的状态下才能使用<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累11档）
效率：100
成功率：70%",240,247,1875,15,16,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100136,"坚信","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>仅可在首次作业时发动<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以完成工作量的33％。
成功率：100％",239,246,1876,15,33,54,0,False,0,6,100136,100136,100136,100136,100136,100136,100136,100136
100137,"革新","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>专家专用技能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：改革
效率：100
成功率：40％",240,247,1526,8,9,56,67632,True,0,8,100137,100138,100139,100140,100141,100142,100143,100144
100138,"革新","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>专家专用技能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：改革
效率：100
成功率：40％",240,247,1576,9,10,56,67632,True,0,8,100137,100138,100139,100140,100141,100142,100143,100144
100139,"革新","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>专家专用技能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：改革
效率：100
成功率：40％",240,247,1627,10,11,56,67632,True,0,8,100137,100138,100139,100140,100141,100142,100143,100144
100140,"革新","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>专家专用技能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：改革
效率：100
成功率：40％",240,247,1678,11,12,56,67632,True,0,8,100137,100138,100139,100140,100141,100142,100143,100144
100141,"革新","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>专家专用技能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：改革
效率：100
成功率：40％",240,247,1726,12,13,56,67632,True,0,8,100137,100138,100139,100140,100141,100142,100143,100144
100142,"革新","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>专家专用技能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：改革
效率：100
成功率：40％",240,247,1776,13,14,56,67632,True,0,8,100137,100138,100139,100140,100141,100142,100143,100144
100143,"革新","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>专家专用技能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：改革
效率：100
成功率：40％",240,247,1827,14,15,56,67632,True,0,8,100137,100138,100139,100140,100141,100142,100143,100144
100144,"革新","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>专家专用技能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
追加效果：改革
效率：100
成功率：40％",240,247,1877,15,16,56,67632,True,0,8,100137,100138,100139,100140,100141,100142,100143,100144
100145,"比尔格的奇迹","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>专家专用技能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
随内静的效果提高效率，内静每生效过一次效率提升15
使用之后会令内静积累的效果减半
效率：100（100～）
成功率：70%",240,247,1527,8,9,58,67632,True,0,10,100145,100146,100147,100148,100149,100150,100151,100152
100146,"比尔格的奇迹","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>专家专用技能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
随内静的效果提高效率，内静每生效过一次效率提升15
使用之后会令内静积累的效果减半
效率：100（100～）
成功率：70%",240,247,1577,9,10,58,67632,True,0,10,100145,100146,100147,100148,100149,100150,100151,100152
100147,"比尔格的奇迹","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>专家专用技能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
随内静的效果提高效率，内静每生效过一次效率提升15
使用之后会令内静积累的效果减半
效率：100（100～）
成功率：70%",240,247,1628,10,11,58,67632,True,0,10,100145,100146,100147,100148,100149,100150,100151,100152
100148,"比尔格的奇迹","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>专家专用技能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
随内静的效果提高效率，内静每生效过一次效率提升15
使用之后会令内静积累的效果减半
效率：100（100～）
成功率：70%",240,247,1679,11,12,58,67632,True,0,10,100145,100146,100147,100148,100149,100150,100151,100152
100149,"比尔格的奇迹","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>专家专用技能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
随内静的效果提高效率，内静每生效过一次效率提升15
使用之后会令内静积累的效果减半
效率：100（100～）
成功率：70%",240,247,1727,12,13,58,67632,True,0,10,100145,100146,100147,100148,100149,100150,100151,100152
100150,"比尔格的奇迹","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>专家专用技能<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
消耗耐久以提高制品品质
随内静的效果提高效率，内静每生效过一次效率提升15
使用之后会令内静积累的效果减半
效率：100（100～）
成功率：70%",240,247,1777,13,14,58,67632,True,0,10,100145,100146,100147,100148,100149,100150,100151,100152
