key,0,1,2,3,4,5,6,7,8,9,10
58,0,2,False,False,False,3,5,False,False,1,"就没有对自己的身手有自信的人吗？"
59,0,2,False,False,False,3,5,False,False,1,"你们这些家伙……绝对不会让你们活着出去！"
60,0,2,False,False,False,3,5,False,False,1,"放马过来！"
61,0,2,False,False,False,3,5,False,False,1,"好了！干得不错！"
62,0,2,False,False,False,3,5,False,False,1,"该死！数量太多了！"
63,0,2,False,False,False,3,5,False,False,1,"绝对无法饶恕这些偷猎者！"
64,0,2,False,False,False,3,5,False,False,1,"城里的大人们已经紧迫到需要动用冒险者来干这种脏活了吗？"
65,0,2,False,False,False,3,5,False,False,1,"怎、怎么会这样……"
66,0,2,False,False,False,3,5,False,False,1,"你们 什么 别近"
67,0,2,False,False,False,3,3,False,False,1,"炸弹 啪啪 费劲"
68,0,2,False,False,False,3,3,False,False,1,"轰轰 轰轰 大爆炸"
69,0,2,False,False,False,3,3,False,False,1,"砰砰 砰砰 大爆炸"
70,0,2,False,False,False,3,5,False,False,1,"我们 城堡 坏啦"
71,0,2,False,False,False,3,5,False,False,1,"过来 坏家伙 打飞"
72,0,2,False,False,False,3,3,False,False,1,"炸弹 叭叭 好累"
73,0,2,False,False,False,3,3,False,False,1,"炸弹 炸弹 大爆炸"
74,0,2,False,False,False,3,3,False,False,1,"轰轰 轰轰 大爆炸"
75,0,2,False,False,False,3,5,False,False,1,"竟然 城堡 坏啦"
76,0,2,False,False,False,3,5,False,False,1,"城堡 又又 坏啦"
77,0,2,False,False,False,3,5,False,False,1,"这里 我们 城堡"
78,0,2,False,False,False,3,5,False,False,1,"你们 所有 打飞"
79,0,2,False,False,False,3,5,False,False,1,"疼疼 好疼 等等"
80,0,2,False,False,False,3,3,False,False,1,"炸弹 噼啪 呼啦"
81,0,2,False,False,False,3,3,False,False,1,"轰轰 轰轰 超爆炸"
82,0,2,False,False,False,3,3,False,False,1,"砰砰 砰砰 超爆炸"
83,0,2,False,False,False,3,5,False,False,1,"大家听我的呼啾！"
84,0,2,False,False,False,3,5,False,False,1,"我要认真起来了呼啾！"
85,0,2,False,False,False,3,5,False,False,1,"接下来要动真格的了呼啾！"
86,0,2,False,False,False,3,5,False,False,1,"真的要动真格的了呼啾！"
87,0,2,False,False,False,3,3,False,False,1,"大王！"
88,0,2,False,False,False,2,3,False,False,1,"给我躺下吧！"
89,0,2,False,False,False,2,3,False,False,1,"哼哼，看这招！"
90,0,2,False,False,False,2,3,False,False,1,"非常感谢！"
91,0,2,False,False,False,3,5,False,False,1,"实在是万分感谢！"
92,0,2,False,False,False,3,5,False,False,1,"呜……"
93,0,2,False,False,False,3,5,False,False,1,"我们不需要胆小鬼！"
94,0,2,False,False,False,3,3,False,False,1,"太谢谢您了！啊啊！他来了！"
95,0,2,False,False,False,3,5,False,False,1,"差不多该去巡视啦。"
96,0,2,False,False,False,3,5,False,False,1,"哇，满地都是花甲虫！"
97,0,2,False,False,False,2,5,False,False,1,"快来人把这些虫子清一清！"
98,0,2,False,False,False,3,5,False,False,1,"太好了，总算可以放心了。"
99,0,2,False,False,False,3,5,False,False,1,"怎么会这样……"
100,0,2,False,False,False,3,5,False,False,1,"0"
101,0,2,False,False,False,3,5,False,False,1,"0"
102,0,2,False,False,False,3,5,False,False,1,"0"
103,0,2,False,False,False,2,3,False,False,1,"0"
104,0,2,False,False,False,2,3,False,False,1,"0"
105,0,2,False,False,False,2,3,False,False,1,"0"
106,0,2,False,False,False,2,3,False,False,1,"0"
107,0,2,False,False,False,3,5,False,False,1,"不要啊！救救我呼啾！"
108,0,2,False,False,False,3,5,False,False,1,"谢谢你呼啾！"
109,0,2,False,False,False,3,5,False,False,1,"嗯……情形有些不对……"
110,0,2,False,False,False,3,5,False,False,1,"这些该死的鸟！"
111,0,2,False,False,False,3,5,False,False,1,"关你什么事啊！"
112,0,2,False,False,False,3,5,False,False,1,"别来捣乱！"
113,0,2,False,False,False,3,5,False,False,1,"老实呆着去！"
114,0,2,False,False,False,3,5,False,False,1,"别小看我啊！"
115,0,2,False,False,False,2,3,False,False,1,"什么人？"
116,0,2,False,False,False,2,3,False,False,1,"追兵？！"
117,0,2,False,False,False,2,3,False,False,1,"身体好沉重……"
118,0,2,False,False,False,2,3,False,False,1,"每次一要认真起来就变成这样！"
119,0,2,False,False,False,3,5,False,False,1,"果然还是只能委托冒险者了吗……"
120,0,2,False,False,False,3,5,False,False,1,"好，看起来没有追兵。"
121,0,2,False,False,False,3,5,False,False,1,"感谢你的帮助。"
122,0,2,False,False,False,2,3,False,False,1,"咯噔 咯噔 咯噔……"
123,0,2,False,False,False,2,3,False,False,1,"咯噔 咯噔……"
124,0,2,False,False,False,3,5,False,False,1,"好、好大群的迷途羊羔！"
125,0,2,False,False,False,3,5,False,False,1,"迎击羊群！"
126,0,2,False,False,False,3,5,False,False,1,"暂时没有什么情况。"
127,0,2,False,False,False,3,5,False,False,1,"只有一条路吗……准备好应对阻击。"
128,0,2,False,False,False,3,5,False,False,1,"快到了，但是不要放松警惕！"
129,0,2,False,False,False,3,10,False,False,1,"呜，果然还是来了！"
130,0,2,False,False,False,2,5,False,False,1,"你们是干啥的？入侵者吗？"
131,0,2,False,False,False,2,4,False,False,1,"竟敢对我的小狗出手！"
132,0,2,False,False,False,2,4,False,False,1,"你终于惹怒我了！"
133,0,2,False,False,False,2,4,False,False,1,"我、我还没拿出真本事哦！"
134,0,2,False,False,False,2,6,False,False,1,"哎呀，突然想起来我还有急事！"
135,0,2,False,False,False,2,4,False,False,1,"该死！这帮家伙真难缠！"
136,0,2,False,False,False,2,2,False,False,1,"小狗们，给我上！"
137,0,2,False,False,False,2,4,False,False,1,"痛死我了……这可有点不妙。"
138,0,2,False,False,False,2,6,False,False,1,"啊，不妙……怎么向老大汇报啊……"
139,0,2,False,False,False,2,4,False,False,1,"吃我这招！"
140,0,2,False,False,False,2,4,False,False,1,"去死吧！"
141,0,2,False,False,False,2,4,False,False,1,"你们这些混蛋！"
142,0,2,False,False,False,2,4,False,False,1,"竟敢小看我！"
143,0,2,False,False,False,2,5,False,False,1,"呼哧……呼哧……
救命 救命啊。"
144,0,2,False,False,False,2,4,False,False,1,"呼哧……呼哧……
已经 不行了……"
145,0,2,False,False,False,2,4,False,False,1,"救命啊 救命啊！"
146,0,2,False,False,False,2,4,False,False,1,"不行了 不行了……"
147,0,2,False,False,False,2,6,False,False,1,"呼哧……呼哧……
得救了 得救了！"
148,0,2,False,False,False,2,6,False,False,1,"呼哧……呼哧……
多谢 多谢！"
149,0,2,False,False,False,2,6,False,False,1,"呼哧……呼哧……
小小谢礼 不成敬意！"
150,0,2,False,False,False,3,6,False,False,1,"呼哧……呼哧……
俺也要 突击哥布！"
151,0,2,False,False,False,3,3,False,False,1,"呼哧……呼哧……
这里就 交给俺哥布！"
152,0,2,False,False,False,3,4,False,False,1,"呼哧……呼哧……
你们 赶紧动手哥布！"
153,0,2,False,False,False,2,4,False,False,1,"呼哧……呼哧……
大恩 不言谢哥布！"
154,0,2,False,False,False,2,6,False,False,1,"呼哧……呼哧……
俺出手 这当然的结果哥布。"
155,0,2,False,False,False,2,3,False,False,1,"呼哧……呼哧……
看招 超级炸弹哥布！"
156,0,2,False,False,False,3,2,False,False,1,"哥布？！"
157,0,2,False,False,False,2,5,False,False,1,"呼哧……呼哧……
这里就 交给俺哥布！"
158,0,2,False,False,False,2,8,False,False,1,"呼哧……呼哧……
胜利……轻而易举哥布……"
159,0,2,False,False,False,2,6,False,False,1,"呼哧……呼哧……
俺来救你了哥布！"
160,0,2,False,False,False,2,6,False,False,1,"怕俺了吧哥布？"
161,0,2,False,False,False,2,6,False,False,1,"呼哧……呼哧……
俺的传说 又增加了哥布！"
162,0,2,False,False,False,2,10,False,False,1,"布雷福洛克斯 真棒！"
163,0,2,False,False,False,2,10,False,False,1,"布雷福洛克斯 真强！"
164,0,2,False,False,False,2,30,False,False,1,"呼哧……呼哧……
过奖了哥布！"
165,0,2,False,False,False,3,5,False,False,1,"有黑豺！"
166,0,2,False,False,False,3,5,False,False,1,"不要过来，不要过来啊！"
167,0,2,False,False,False,3,5,False,False,1,"我、我的肉不好吃的！"
168,0,2,False,False,False,3,5,False,False,1,"救命啊！"
169,0,2,False,False,False,3,5,False,False,1,"得救了……"
170,0,2,False,False,False,2,3,False,False,1,"嗯？什么东西？"
171,0,2,False,False,False,2,3,False,False,1,"哇啊！好多陆鱼！"
172,0,2,False,False,False,3,5,False,False,1,"嗯？好像有什么叫声？"
173,0,2,False,False,False,3,5,False,False,1,"呜，暂时退兵！"
174,0,2,False,False,False,2,5,False,False,1,"赌上黑涡团的荣誉！"
175,0,2,False,False,False,3,5,False,False,1,"这点事你们都处理不来吗？"
176,0,2,False,False,False,3,5,False,False,1,"丢人现眼！"
177,0,2,False,False,False,2,5,False,False,1,"谁快去顶上！"
178,0,2,False,False,False,2,5,False,False,1,"你们就只会被压着打吗？"
179,0,2,False,False,False,2,5,False,False,1,"让他们瞧瞧黑涡团的力量！"
180,0,2,False,False,False,3,5,False,False,1,"嗯？好像有什么要来了……"
181,0,2,False,False,False,3,5,False,False,1,"知道黑涡团的厉害了吧！"
182,0,2,False,False,False,3,5,False,False,1,"什么？我居然会被打倒……"
183,0,2,False,False,False,3,5,False,False,1,"好了，该去巡视了。"
184,0,2,False,False,False,3,5,False,False,1,"嗯……这好像是什么在飞的声音？"
185,0,2,False,False,False,3,5,False,False,1,"好多洞穴蝙蝠啊！"
186,0,2,False,False,False,3,5,False,False,1,"累死我了，快点回去吧……"
187,0,2,False,False,False,3,5,False,False,1,"啊啊，不要去农场那边！"
188,0,2,False,False,False,3,5,False,False,1,"我、我的渡渡鸟啊……"
189,0,2,False,False,False,2,5,False,False,1,"一、一定要干掉这些家伙啊！"
190,0,2,False,False,False,3,3,False,False,1,"又、又迟到了！"
191,0,2,False,False,False,3,3,False,False,1,"怎么还没来……"
192,0,2,False,False,False,3,3,False,False,1,"呼……呼"
193,0,2,False,False,False,3,3,False,False,1,"我今天一定要向她求婚！"
194,0,2,False,False,False,3,3,False,False,1,"我、我来迟了，抱歉！"
195,0,2,False,False,False,3,1,False,False,1,"太慢了！你迟到了哦。"
196,0,2,False,False,False,3,2,False,False,1,"好了，约在这里到底是有什么话要说？"
197,0,2,False,False,False,3,2,False,False,1,"其、其实……"
198,0,2,False,False,False,3,1,False,False,1,"嗯？"
199,0,2,False,False,False,3,2,False,False,1,"请、请、请和我结……"
200,0,2,False,False,False,3,1,False,False,1,"呀！好大的风！"
201,0,2,False,False,False,3,3,False,False,1,"那、那个大家伙是什么啊？"
202,0,2,False,False,False,3,3,False,False,1,"哇啊！"
203,0,2,False,False,False,2,5,False,False,1,"唉，真是没用！"
204,0,2,False,False,False,2,5,False,False,1,"能把那家伙给赶走吗？"
205,0,2,False,False,False,3,2,False,False,1,"我要回去了……"
206,0,2,False,False,False,3,2,False,False,1,"等、等一下啊！"
207,0,2,False,False,False,3,2,False,False,1,"你真是太没出息了！"
208,0,2,False,False,False,3,2,False,False,1,"不要说那么过分嘛……"
209,0,2,False,False,False,3,3,False,False,1,"人家不管了！"
210,0,2,False,False,False,3,3,False,False,1,"为、为什么会变成这样……"
211,0,2,False,False,False,3,3,False,False,1,"嗯？好像有点不对劲。"
212,0,2,False,False,False,3,3,False,False,1,"哟，今天又有生意了！"
213,0,2,False,False,False,3,3,False,False,1,"呀！谁来救救我！"
214,0,2,False,False,False,3,3,False,False,1,"可恶，只能上了！"
215,0,2,False,False,False,3,3,False,False,1,"大家一起上啊！"
216,0,2,False,False,False,3,5,False,False,1,"唉，又在拒捕。"
217,0,2,False,False,False,2,5,False,False,1,"这家伙，给我老实点！"
218,0,2,False,False,False,2,5,False,False,1,"我让你老实点！"
219,0,2,False,False,False,2,5,False,False,1,"还不束手就擒吗，这混蛋！"
220,0,2,False,False,False,2,5,False,False,1,"吵死了，给我让开！"
221,0,2,False,False,False,2,5,False,False,1,"你们有证据吗？"
222,0,2,False,False,False,2,5,False,False,1,"我说了我不清楚啊！"
223,0,2,False,False,False,3,5,False,False,1,"给我适可而止，你这混帐东西！"
224,0,2,False,False,False,3,5,False,False,1,"前辈，拜托您了！"
225,0,2,False,False,False,3,5,False,False,1,"怎么，你们想动手吗？"
226,0,2,False,False,False,3,5,False,False,1,"终于老实了啊……"
227,0,2,False,False,False,3,5,False,False,1,"可、可恶……"
228,0,2,False,False,False,3,5,False,False,1,"这下我们能好好谈谈了吧。"
229,0,2,False,False,False,3,5,False,False,1,"混蛋！放开我！"
230,0,2,False,False,False,3,5,False,False,1,"给我闭嘴！"
231,0,2,False,False,False,3,5,False,False,1,"可恶！可恶啊！"
232,0,2,False,False,False,3,5,False,False,1,"居然让他们跑了……"
233,0,2,False,False,False,3,5,False,False,1,"嘿嘿，想抓我们你们还早着呢！"
234,0,2,False,False,False,3,5,False,False,1,"可恶……让他们溜了！"
235,0,2,False,False,False,3,5,False,False,1,"再见啦！"
236,0,2,False,False,False,2,3,False,False,1,"是你把我的酒喝了吧？"
237,0,2,False,False,False,2,3,False,False,1,"什么？想干架吗？"
238,0,2,False,False,False,2,3,False,False,1,"开什么玩笑啊，混蛋！"
239,0,2,False,False,False,2,3,False,False,1,"你在冲谁嚷嚷？"
240,0,2,False,False,False,2,5,False,False,1,"不要小看我啊，混蛋！"
241,0,2,False,False,False,3,3,False,False,1,"大群毒蜥蜴接近中，挡下它们！"
242,0,2,False,False,False,3,3,False,False,1,"哇！是鬼鮟鱇！"
243,0,2,False,False,False,3,3,False,False,1,"前方发现矿爬虫，干掉它们！"
244,0,2,False,False,False,3,3,False,False,1,"挡下这些吃人的蚂蚁！"
245,0,2,False,False,False,3,3,False,False,1,"全员注意！确保运输路线安全！"
246,0,2,False,False,False,3,3,False,False,1,"又是山羊？赶走它们！"
247,0,2,False,False,False,3,3,False,False,1,"蜥蜴人的军队？准备迎击！"
248,0,2,False,False,False,3,3,False,False,1,"是蜥蜴人，全员准备战斗！"
249,0,2,False,False,False,3,3,False,False,1,"这些小魔精又在恶作剧！"
250,0,2,False,False,False,3,3,False,False,1,"情况很可疑，先下手为强！"
251,0,2,False,False,False,3,3,False,False,1,"咦，那是黑衣森林里的吧？"
252,0,2,False,False,False,3,3,False,False,1,"唉，边境警备还真是忙啊！"
253,0,2,False,False,False,3,3,False,False,1,"听说这沙滩上夜里会闹鬼啊……"
254,0,2,False,False,False,3,3,False,False,1,"那、那我们还是回去吧？"
255,0,2,False,False,False,3,3,False,False,1,"怎、怎么，你怕了？"
256,0,2,False,False,False,3,3,False,False,1,"才、才没害怕呢……"
257,0,2,False,False,False,3,3,False,False,1,"真没用啊。"
258,0,2,False,False,False,3,3,False,False,1,"根本就不会有的吧。"
259,0,2,False,False,False,3,3,False,False,1,"啊，那、那是什么？"
260,0,2,False,False,False,3,3,False,False,1,"别、别想吓唬我。"
261,0,2,False,False,False,3,3,False,False,1,"好像有什么在发光。"
262,0,2,False,False,False,3,3,False,False,1,"船上的灯火吧？"
263,0,2,False,False,False,3,3,False,False,1,"哇啊！出、出现了！"
264,0,2,False,False,False,3,5,False,False,1,"呀！"
265,0,2,False,False,False,3,5,False,False,1,"等、等等，不要丢下我！"
266,0,2,False,False,False,2,5,False,False,1,"啊啊，腿不听使唤……"
267,0,2,False,False,False,2,5,False,False,1,"不、不要过来……"
268,0,2,False,False,False,3,5,False,False,1,"彻、彻底消失了吗？"
269,0,2,False,False,False,3,5,False,False,1,"还、还在啊！"
270,0,2,False,False,False,3,3,False,False,1,"好像还有老鼠会来袭击。"
271,0,2,False,False,False,3,3,False,False,1,"想要参加训练的人到这里集合了！"
272,0,2,False,False,False,3,3,False,False,1,"谁能来帮我们一把啊。"
273,0,2,False,False,False,3,3,False,False,1,"嘁，又是盲头蟹！"
274,0,2,False,False,False,3,3,False,False,1,"糟糕，哥布林肯定会来的。"
275,0,2,False,False,False,3,3,False,False,1,"得去筹备材料了啊。"
276,0,2,False,False,False,3,3,False,False,1,"我决不会放过这些鬼鮟鱇的！"
277,0,2,False,False,False,3,3,False,False,1,"我的行李都在那里面啊……"
278,0,2,False,False,False,3,3,False,False,1,"这责任比较重大啊……"
279,0,2,False,False,False,3,3,False,False,1,"有谁愿意跟我们的新兵对练一下的吗？"
280,0,2,False,False,False,3,3,False,False,1,"啊，拉拉菲尔族真可爱啊。"
281,0,2,False,False,False,3,3,False,False,1,"嗯，果然猫魅族才是第一啊。"
282,0,2,False,False,False,3,3,False,False,1,"嗯？"
283,0,2,False,False,False,3,3,False,False,1,"你说猫魅？"
284,0,2,False,False,False,3,3,False,False,1,"你是拉拉菲尔派的吗？"
285,0,2,False,False,False,3,3,False,False,1,"拉拉菲尔族最棒了！"
286,0,2,False,False,False,3,3,False,False,1,"猫魅族就是正义！"
287,0,2,False,False,False,3,3,False,False,1,"喂，吵什么呢？"
288,0,2,False,False,False,3,3,False,False,1,"啊啊，不要碍事！"
289,0,2,False,False,False,3,3,False,False,1,"这是我们之间的问题！"
290,0,2,False,False,False,2,5,False,False,1,"呼……"
291,0,2,False,False,False,3,3,False,False,1,"干得很好！这道关门也可以放心了呢。"
292,0,2,False,False,False,3,3,False,False,1,"笨蛋，你们平常有锻炼吗？"
293,0,2,False,False,False,2,3,False,False,1,"好啊，终于守住了！"
294,0,2,False,False,False,2,3,False,False,1,"真是没出息的家伙们……"
295,0,2,False,False,False,3,3,False,False,1,"这下新兵们也能有点紧迫感了吧。"
296,0,2,False,False,False,3,3,False,False,1,"这工作对冒险者来说太难了吗。"
297,0,2,False,False,False,2,3,False,False,1,"啊啊，太、太强了！"
298,0,2,False,False,False,3,3,False,False,1,"得救了……真是谢谢你！"
299,0,2,False,False,False,2,3,False,False,1,"橙子都被吃光了……"
300,0,2,False,False,False,2,3,False,False,1,"这是替被你们吃掉的东西教训你们！"
301,0,2,False,False,False,2,3,False,False,1,"休想过桥！"
302,0,2,False,False,False,2,3,False,False,1,"可恶，居然没能守住……"
303,0,2,False,False,False,2,3,False,False,1,"太好了，总算能上路了。"
304,0,2,False,False,False,2,3,False,False,1,"老大！救命啊！"
305,0,2,False,False,False,3,3,False,False,1,"看我出手！"
306,0,2,False,False,False,2,3,False,False,1,"多谢了，终于可以重新开工了。"
307,0,2,False,False,False,2,3,False,False,1,"损害不大，真是万幸。"
308,0,2,False,False,False,2,3,False,False,1,"又要重新订货了啊……"
309,0,2,False,False,False,2,3,False,False,1,"撤退 撤退。"
310,0,2,False,False,False,2,3,False,False,1,"多谢，这下可以放心用这些材料了。"
311,0,2,False,False,False,2,3,False,False,1,"只要还有佣金，我们就会守住这座桥的！"
312,0,2,False,False,False,2,3,False,False,1,"我们家就靠这个吃饭呢，太好了！"
313,0,2,False,False,False,2,3,False,False,1,"讨伐成功，收队了！"
314,0,2,False,False,False,3,3,False,False,1,"目标：占据桥梁的海盗！"
315,0,2,False,False,False,2,3,False,False,1,"太好了，下次再多干掉一些吧！"
316,0,2,False,False,False,2,3,False,False,1,"快趁现在把洞给堵上！"
317,0,2,False,False,False,2,3,False,False,1,"这下明天也能吃上饭啦！"
318,0,2,False,False,False,2,3,False,False,1,"清除完毕！继续执行通常警戒！"
319,0,2,False,False,False,2,3,False,False,1,"祝你旅途愉快！"
320,0,2,False,False,False,2,3,False,False,1,"是我们赢了！蛮族们！"
321,0,2,False,False,False,2,3,False,False,1,"撤退！撤回阵地！"
322,0,2,False,False,False,2,3,False,False,1,"我们赢了！我们守住了！"
323,0,2,False,False,False,2,3,False,False,1,"就差一点……"
324,0,2,False,False,False,2,3,False,False,1,"回去清点人数了。"
325,0,2,False,False,False,2,3,False,False,1,"隐患就是要尽早清除！"
326,0,2,False,False,False,2,3,False,False,1,"萨纳兰可没这么容易进来！"
327,0,2,False,False,False,2,3,False,False,1,"啧，只能撤退了。"
328,0,2,False,False,False,2,3,False,False,1,"战绩很好！伤亡很少！"
329,0,2,False,False,False,2,3,False,False,1,"太好了，前辈们也会高兴的。"
330,0,2,False,False,False,2,3,False,False,1,"没什么像样的收获……"
331,0,2,False,False,False,3,5,False,False,1,"呜……居然会尝到这种屈辱！"
332,0,2,False,False,False,3,5,False,False,1,"怎么了，这就结束了吗？"
333,0,2,False,False,False,3,5,False,False,1,"接下来就交给你了！"
334,0,2,False,False,False,3,5,False,False,1,"下一个要上的是你吗？"
335,0,2,False,False,False,3,5,False,False,1,"让我们换个宽敞的地方。"
336,0,2,False,False,False,3,5,False,False,1,"那么……开始吧！"
337,0,2,False,False,False,2,5,False,False,1,"只有这种程度吗？"
338,0,2,False,False,False,2,5,False,False,1,"我还没用上全力呢！"
339,0,2,False,False,False,2,5,False,False,1,"下一个是谁？"
340,0,2,False,False,False,2,5,False,False,1,"全是胆小鬼吗？"
341,0,2,False,False,False,3,5,False,False,1,"唔……是我输了。"
342,0,2,False,False,False,3,5,False,False,1,"我锻炼的还不够啊。"
343,0,2,False,False,False,3,5,False,False,1,"你浪费了太多时间。"
344,0,2,False,False,False,3,5,False,False,1,"只会干架有什么了不起的！"
345,0,2,False,False,False,2,3,False,False,1,"这些可恶的老鼠，快住手！"
346,0,2,False,False,False,2,3,False,False,1,"我的橙子都被吃了……"
347,0,2,False,False,False,2,3,False,False,1,"哈哈！"
348,0,2,False,False,False,2,3,False,False,1,"快交出买路钱！"
349,0,2,False,False,False,2,3,False,False,1,"所有值钱的都给我拿出来！"
350,0,2,False,False,False,2,3,False,False,1,"拜托了，请赶快除掉它们！"
351,0,2,False,False,False,2,3,False,False,1,"有人能赶走这些婴猴吗？"
352,0,2,False,False,False,2,3,False,False,1,"此路不通！"
353,0,2,False,False,False,2,3,False,False,1,"把东西都交出来！"
354,0,2,False,False,False,2,3,False,False,1,"想挨揍吗？"
355,0,2,False,False,False,2,3,False,False,1,"喝啊！"
356,0,2,False,False,False,2,3,False,False,1,"我来给小的们出气。"
357,0,2,False,False,False,2,3,False,False,1,"我才不会输！"
358,0,2,False,False,False,2,3,False,False,1,"啊！那些资材都很贵重的！"
359,0,2,False,False,False,2,3,False,False,1,"快点把他们都赶走吧。"
360,0,2,False,False,False,2,3,False,False,1,"呼哧……"
361,0,2,False,False,False,2,3,False,False,1,"破坏 破坏！"
362,0,2,False,False,False,2,3,False,False,1,"看俺 铁锤。"
363,0,2,False,False,False,2,3,False,False,1,"小鱼们都要被吃光了！"
364,0,2,False,False,False,2,3,False,False,1,"快来人对付下这些该死的鬼鮟鱇！"
365,0,2,False,False,False,2,3,False,False,1,"把它们全杀光！"
366,0,2,False,False,False,2,3,False,False,1,"爸爸的仇一定要报！"
367,0,2,False,False,False,2,3,False,False,1,"别挡路！"
368,0,2,False,False,False,2,3,False,False,1,"闪开！"
369,0,2,False,False,False,2,3,False,False,1,"太弱了。"
370,0,2,False,False,False,2,3,False,False,1,"掠夺吧！"
371,0,2,False,False,False,2,3,False,False,1,"屈服吧！"
372,0,2,False,False,False,2,3,False,False,1,"哼！"
373,0,2,False,False,False,2,3,False,False,1,"上啊！"
374,0,2,False,False,False,2,3,False,False,1,"你想去哪里？"
375,0,2,False,False,False,2,3,False,False,1,"嘿！"
376,0,2,False,False,False,2,3,False,False,1,"就差一点。"
377,0,2,False,False,False,2,3,False,False,1,"身上的钱全交出来！"
378,0,2,False,False,False,2,3,False,False,1,"你身上值钱的东西都归我了！"
379,0,2,False,False,False,2,3,False,False,1,"到绿洲之前大家都别松懈！"
380,0,2,False,False,False,2,3,False,False,1,"要小心蜥蜴人族！"
381,0,2,False,False,False,2,3,False,False,1,"这有点太静了……"
382,0,2,False,False,False,2,3,False,False,1,"我们必须把货物送到。"
